出库单号,销售订单号,订单日期,出库日期,订单客户,库存仓库,物料编码,物料名称,报价主数量,主单位,标识,车牌号,区域,装车时间,到货时间,装车过程时间,运途时间,热鲜产品预冷时间,生产加工时间(小时),头均,单位产量（公斤/小时）,最早要货时间,最晚要货时间
SXCK202505190467,SO302025051900377276,2025-05-19,2025-05-19,柳州市通飞贸易有限公司,邕之泰鲜品库,10202007,去大排肌肉中段,10.0,公斤,SXCK202505190467,桂A8L68E,0,19:30,01:30:00,2.30632,0.0,,0.004166666666666667,16.0,2400.0,15:11:22.248000,
SXCK202505200055,SO302025051900377284,2025-05-19,2025-05-19,广西鲜比立食品有限公司,邕之泰鲜品库,10405010,精修后腿肌肉,150.0,公斤,SXCK202505200055,桂AQ5773,南宁市区,00:30,08:00:00,1.95814,0.0,,0.1,10.0,1500.0,1899-12-29 20:26:30.696000,
SXCK202505200055,SO302025051900377284,2025-05-19,2025-05-19,广西鲜比立食品有限公司,邕之泰鲜品库,10309005,猪肝,150.0,公斤,SXCK202505200055,桂AQ5773,南宁市区,00:30,08:00:00,1.95814,0.0,,0.8333333333333334,1.2,180.0,1899-12-29 19:42:30.696000,
SXCK202505190504,SO302025051900377299,2025-05-19,2025-05-19,柳州三和供应链有限公司,邕之泰鲜品库,10201009,去肘前段,500.0,公斤,SXCK202505190504,桂A3A5F8,柳州市柳南区,19:30,02:30:00,2.30632,0.333333333333333,,0.15873015873015872,21.0,3150.0,15:02:05.819000,
SXCK202505190501,SO302025051900377304,2025-05-19,2025-05-19,广西一檬餐饮投资有限公司,邕之泰鲜品库,10720011,带皮面肉（未精修）,300.0,公斤,SXCK202505190501,皖KY2619,钦州市灵山县,19:30,03:30:00,2.41676,0.0,,1.1764705882352942,1.7,255.0,13:54:24.370000,
SXCK202505190510,SO302025051900377309,2025-05-19,2025-05-19,柳州市林欢餐饮管理服务有限责任公司,邕之泰鲜品库,10603006,带肉后腿骨（冷鲜）,50.0,公斤,SXCK202505190510,桂A3A5F8,0,19:30,00:00:00,2.30632,0.0,,0.16666666666666666,2.0,300.0,15:01:37.248000,
SXCK202505190510,SO302025051900377309,2025-05-19,2025-05-19,柳州市林欢餐饮管理服务有限责任公司,邕之泰鲜品库,10607020,脊骨段（冷鲜）,500.0,公斤,SXCK202505190510,桂A3A5F8,0,19:30,00:00:00,2.30632,0.0,,4.166666666666667,0.8,120.0,11:01:37.248000,
SXCK202505190510,SO302025051900377309,2025-05-19,2025-05-19,柳州市林欢餐饮管理服务有限责任公司,邕之泰鲜品库,10604003,带肉前腿骨（冷鲜）,100.0,公斤,SXCK202505190510,桂A3A5F8,0,19:30,00:00:00,2.30632,0.0,,0.6060606060606061,1.1,165.0,14:35:15.430000,
SXCK202505190500,SO302025051900377313,2025-05-19,2025-05-19,广西一檬餐饮投资有限公司,邕之泰鲜品库,10604003,带肉前腿骨（冷鲜）,30.0,公斤,SXCK202505190500,皖KY2619,0,19:30,03:30:00,2.41676,0.0,,0.18181818181818182,1.1,165.0,14:54:05.119000,
SXCK202505190500,SO302025051900377313,2025-05-19,2025-05-19,广西一檬餐饮投资有限公司,邕之泰鲜品库,10619007,带肉尾叉骨（冷鲜）,40.0,公斤,SXCK202505190500,皖KY2619,0,19:30,03:30:00,2.41676,0.0,,0.13675213675213677,1.95,292.5,14:56:47.356000,
SXCK202505190500,SO302025051900377313,2025-05-19,2025-05-19,广西一檬餐饮投资有限公司,邕之泰鲜品库,10327001,生肠,7.0,公斤,SXCK202505190500,皖KY2619,0,19:30,03:30:00,2.41676,0.0,,0.6666666666666665,0.07,10.500000000000002,14:24:59.664000,
SXCK202505190500,SO302025051900377313,2025-05-19,2025-05-19,广西一檬餐饮投资有限公司,邕之泰鲜品库,10314003,带肘后脚,50.0,公斤,SXCK202505190500,皖KY2619,0,19:30,03:30:00,2.41676,0.0,,0.15151515151515152,2.2,330.0,14:55:54.209000,
SXCK202505190500,SO302025051900377313,2025-05-19,2025-05-19,广西一檬餐饮投资有限公司,邕之泰鲜品库,10301006,猪头(热鲜),240.0,公斤,SXCK202505190500,皖KY2619,0,19:30,03:30:00,2.41676,0.0,,0.32,5.0,750.0,14:45:47.664000,
SXCK202505190550,SO302025051900377321,2025-05-19,2025-05-19,广西欣味海食品科技有限公司,邕之泰鲜品库,10720011,带皮面肉（未精修）,75.0,公斤,SXCK202505190550,桂AG2R12,南宁市区,21:30,08:00:00,2.68658,0.0,,0.29411764705882354,1.7,255.0,16:31:09.488000,
SXCK202505190550,SO302025051900377321,2025-05-19,2025-05-19,广西欣味海食品科技有限公司,邕之泰鲜品库,10409001,精碎肉,60.0,公斤,SXCK202505190550,桂AG2R12,南宁市区,21:30,08:00:00,2.68658,0.0,,0.3076923076923077,1.3,195.0,16:30:20.620000,
SXCK202505190550,SO302025051900377321,2025-05-19,2025-05-19,广西欣味海食品科技有限公司,邕之泰鲜品库,10309005,猪肝,150.0,公斤,SXCK202505190550,桂AG2R12,南宁市区,21:30,08:00:00,2.68658,0.0,,0.8333333333333334,1.2,180.0,15:58:48.312000,
SXCK202505190550,SO302025051900377321,2025-05-19,2025-05-19,广西欣味海食品科技有限公司,邕之泰鲜品库,10704002,带皮五花肉,150.0,公斤,SXCK202505190550,桂AG2R12,南宁市区,21:30,08:00:00,2.68658,0.0,,0.1111111111111111,9.0,1350.0,16:42:08.312000,
SXCK202505190550,SO302025051900377321,2025-05-19,2025-05-19,广西欣味海食品科技有限公司,邕之泰鲜品库,10706002,3:7碎肥,175.0,公斤,SXCK202505190550,桂AG2R12,南宁市区,21:30,08:00:00,2.68658,0.0,,0.3888888888888889,3.0,450.0,16:25:28.312000,
SXCK202505190508,SO302025051900377328,2025-05-19,2025-05-19,柳州市林欢餐饮管理服务有限责任公司,邕之泰鲜品库,10619002,带肉尾叉骨,200.0,公斤,SXCK202505190508,桂A3A5F8,柳州市柳南区,19:30,00:00:00,2.30632,0.0,,0.6666666666666666,2.0,300.0,14:31:37.248000,
SXCK202505190508,SO302025051900377328,2025-05-19,2025-05-19,柳州市林欢餐饮管理服务有限责任公司,邕之泰鲜品库,10609006,颈骨（冷鲜）,50.0,公斤,SXCK202505190508,桂A3A5F8,柳州市柳南区,19:30,00:00:00,2.30632,0.0,,0.4166666666666667,0.8,120.0,14:46:37.248000,
SXCK202505190459,SO302025051900377329,2025-05-19,2025-05-19,百色嘉丽丰商贸有限公司,邕之泰鲜品库,10610009,无颈通排（冷鲜）,80.0,公斤,SXCK202505190459,豫A910ZQ,0,19:30,01:00:00,2.43398,0.0,,0.08888888888888889,6.0,900.0,14:58:37.672000,
SXCK202505190459,SO302025051900377329,2025-05-19,2025-05-19,百色嘉丽丰商贸有限公司,邕之泰鲜品库,10607001,脊骨段,8.0,公斤,SXCK202505190459,豫A910ZQ,0,19:30,01:00:00,2.43398,0.0,,0.06666666666666667,0.8,120.0,14:59:57.672000,
SXCK202505190459,SO302025051900377329,2025-05-19,2025-05-19,百色嘉丽丰商贸有限公司,邕之泰鲜品库,10409001,精碎肉,40.0,公斤,SXCK202505190459,豫A910ZQ,0,19:30,01:00:00,2.43398,0.0,,0.20512820512820512,1.3,195.0,14:51:39.210000,
SXCK202505190459,SO302025051900377329,2025-05-19,2025-05-19,百色嘉丽丰商贸有限公司,邕之泰鲜品库,10311001,猪心,5.0,公斤,SXCK202505190459,豫A910ZQ,0,19:30,01:00:00,2.43398,0.0,,0.10752688172043011,0.31,46.5,14:57:30.575000,
SXCK202505190459,SO302025051900377329,2025-05-19,2025-05-19,百色嘉丽丰商贸有限公司,邕之泰鲜品库,10309005,猪肝,10.0,公斤,SXCK202505190459,豫A910ZQ,0,19:30,01:00:00,2.43398,0.0,,0.05555555555555555,1.2,180.0,15:00:37.672000,
SXCK202505190509,SO302025051900377329,2025-05-19,2025-05-19,百色嘉丽丰商贸有限公司,邕之泰白条库,10101001,毛边白条,200.0,公斤,SXCK202505190509,桂A3A5F8,百色市右江区,19:30,01:00:00,2.43398,0.0,,0.014814814814814815,90.0,13500.0,15:03:04.339000,
SXCK202505190459,SO302025051900377329,2025-05-19,2025-05-19,百色嘉丽丰商贸有限公司,邕之泰鲜品库,10704002,带皮五花肉,70.0,公斤,SXCK202505190459,豫A910ZQ,0,19:30,01:00:00,2.43398,0.0,,0.05185185185185185,9.0,1350.0,15:00:51.005000,
SXCK202505190461,SO302025051900377334,2025-05-19,2025-05-19,龙胜县盘中餐商品贸易有限公司,邕之泰鲜品库,10325002,猪脑,5.5,公斤,SXCK202505190461,豫A910ZQ,桂林市七星区,19:30,12:00:00,3.48292,0.333333333333333,,,,,,
SXCK202505190462,SO302025051900377334,2025-05-19,2025-05-19,龙胜县盘中餐商品贸易有限公司,邕之泰鲜品库,10301014,带耳猪头(劈半),120.0,公斤,SXCK202505190462,豫A910ZQ,0,19:30,12:00:00,3.48292,0.0,,,,,,
SXCK202505190461,SO302025051900377334,2025-05-19,2025-05-19,龙胜县盘中餐商品贸易有限公司,邕之泰鲜品库,10609006,颈骨（冷鲜）,70.0,公斤,SXCK202505190461,豫A910ZQ,桂林市七星区,19:30,12:00:00,3.48292,0.333333333333333,,0.5833333333333334,0.8,120.0,13:26:01.488000,
SXCK202505190461,SO302025051900377334,2025-05-19,2025-05-19,龙胜县盘中餐商品贸易有限公司,邕之泰鲜品库,10406004,小里脊,30.0,公斤,SXCK202505190461,豫A910ZQ,桂林市七星区,19:30,12:00:00,3.48292,0.333333333333333,,0.2857142857142857,0.7,105.0,13:43:52.917000,
SXCK202505190461,SO302025051900377334,2025-05-19,2025-05-19,龙胜县盘中餐商品贸易有限公司,邕之泰鲜品库,10316001,连肝肉,10.0,公斤,SXCK202505190461,豫A910ZQ,桂林市七星区,19:30,12:00:00,3.48292,0.333333333333333,,0.196078431372549,0.34,51.00000000000001,13:49:15.606000,
SXCK202505190461,SO302025051900377334,2025-05-19,2025-05-19,龙胜县盘中餐商品贸易有限公司,邕之泰鲜品库,10704010,带皮五花肉（精修）,90.0,公斤,SXCK202505190461,豫A910ZQ,桂林市七星区,19:30,12:00:00,3.48292,0.333333333333333,,0.06666666666666667,9.0,1350.0,13:57:01.488000,
SXCK202505190461,SO302025051900377334,2025-05-19,2025-05-19,龙胜县盘中餐商品贸易有限公司,邕之泰鲜品库,10706002,3:7碎肥,10.0,公斤,SXCK202505190461,豫A910ZQ,桂林市七星区,19:30,12:00:00,3.48292,0.333333333333333,,0.022222222222222223,3.0,450.0,13:59:41.488000,
SXCK202505190537,SO302025051900377337,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10614001,带肉扇骨,15.0,公斤,SXCK202505190537,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,0.125,0.8,120.0,14:57:29.664000,
SXCK202505190537,SO302025051900377337,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10618007,杂骨,5.0,公斤,SXCK202505190537,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,0.016666666666666666,2.0,300.0,15:03:59.664000,
SXCK202505190537,SO302025051900377337,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10619002,带肉尾叉骨,25.0,公斤,SXCK202505190537,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,0.08333333333333333,2.0,300.0,14:59:59.664000,
SXCK202505190537,SO302025051900377337,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10324003,粉肠头,2.0,公斤,SXCK202505190537,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,,,,,
SXCK202505190537,SO302025051900377337,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10322005,猪鞭（精修）,2.0,公斤,SXCK202505190537,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,,,,,
SXCK202505190537,SO302025051900377337,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10620002,筒骨块,15.0,公斤,SXCK202505190537,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,,,,,
SXCK202505190537,SO302025051900377337,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10325002,猪脑,2.0,公斤,SXCK202505190537,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,,,,,
SXCK202505190537,SO302025051900377337,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10606004,大肋排(去尾脊骨),15.0,公斤,SXCK202505190537,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,0.025,4.0,600.0,15:03:29.664000,
SXCK202505190537,SO302025051900377337,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10603001,带肉后腿骨,40.0,公斤,SXCK202505190537,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,0.13333333333333333,2.0,300.0,14:56:59.664000,
SXCK202505190537,SO302025051900377337,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10327001,生肠,2.0,公斤,SXCK202505190537,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,0.19047619047619044,0.07,10.500000000000002,14:53:33.950000,
SXCK202505190537,SO302025051900377337,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10323001,小肚,2.0,公斤,SXCK202505190537,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,,0.0,0.0,,
SXCK202505190537,SO302025051900377337,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10313005,猪腰,2.0,公斤,SXCK202505190537,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,0.05555555555555555,0.24,36.0,15:01:39.664000,
SXCK202505190537,SO302025051900377337,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10311001,猪心,10.0,公斤,SXCK202505190537,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,0.21505376344086022,0.31,46.5,14:52:05.470000,
SXCK202505190537,SO302025051900377337,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10312001,猪舌,10.0,公斤,SXCK202505190537,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,,0.0,0.0,,
SXCK202505190537,SO302025051900377337,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10310002,猪肚,10.0,公斤,SXCK202505190537,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,0.13333333333333333,0.5,75.0,14:56:59.664000,
SXCK202505190537,SO302025051900377337,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10307001,精短尾,5.0,公斤,SXCK202505190537,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,0.6666666666666666,0.05,7.5,14:24:59.664000,
SXCK202505190537,SO302025051900377337,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10201005,带蹄前段,40.0,公斤,SXCK202505190537,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,0.011111111111111112,24.0,3600.0,15:04:19.664000,
SXCK202505190538,SO302025051900377338,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10614001,带肉扇骨,10.0,公斤,SXCK202505190538,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,0.08333333333333333,0.8,120.0,14:59:59.664000,
SXCK202505190538,SO302025051900377338,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10619002,带肉尾叉骨,15.0,公斤,SXCK202505190538,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,0.05,2.0,300.0,15:01:59.664000,
SXCK202505190538,SO302025051900377338,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10620002,筒骨块,15.0,公斤,SXCK202505190538,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,,,,,
SXCK202505190538,SO302025051900377338,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10325002,猪脑,3.0,公斤,SXCK202505190538,豫GQ19M6,0,19:30,01:30:00,2.41676,0.0,,,,,,
